id,category,filtered,content,summary,prompt_filter_result,completion_filter_result
1226,['Not Hate Speech'],False,아무리 관리해도 사람이 이 나이에 이 외모일 수가 있나? 아름답다,"아름다움에 대한 의문을 제기하며, 나이에 비해 외모가 뛰어나다고 표현하고 있습니다.",{},{}
1227,['Not Hate Speech'],False,이수완 서프라이즈로 돌아와주세요...,이수완이 서프라이즈로 돌아오기를 요청하고 있습니다.,{},{}
1228,['Not Hate Speech'],False,85만원에 고소는 좀 심했다,85만원에 대한 고소는 과하다는 의견이다.,{},{}
1229,['Physical'],False,"""문재앙 어떻게좀해라 한방에날려버려라""",문재앙을 한 번에 해결해달라는 요청입니다.,{},{}
1230,['Physical'],False,"""그럼 순실이가손해지 조국같은 쓰레기랑""",순실이가 조국과 같은 사람과 함께하면 손해라는 내용입니다.,{},{}
1231,['Not Hate Speech'],False,"""더러운말 너네가 마음껏 하면서 뭐기 풀만임? ㅋㅋ""",더러운 말을 하면서도 불만이 있다는 내용입니다.,{},{}
1232,['Politics'],False,짱깨들한테 더럽단 소리 들을정도라니....승리 당신은 도덕책....ㅎㄷㄷㄷ,승리가 도덕적으로 비난받고 있다는 내용입니다.,{},{}
1233,['Not Hate Speech'],False,손흥민 볼때마다 이정재 닮은거같단 생각이 들던데 둘이 묘하게 닮은거같단 말야~,손흥민이 이정재와 묘하게 닮았다는 생각이 든다.,{},{}
1234,['Not Hate Speech'],False,유족이 싫다고 글올렸는데 유족말은 뮤시하는거?,유족이 원하지 않는데도 글이 올라간 것에 대한 불만이 제기되었다.,{},{}
1235,['Politics'],False,이태임의 은퇴엔 전라도 본적을 가진 자들의 장기간 집요한 비방이 큰 역할을 한 것 같습니다. 왜 이태임을 그리도 싫어했을까요? 이태임이 광주사태를 진압하기라도 했는지요?,이태임의 은퇴는 전라도 출신의 사람들에 의한 지속적인 비방이 큰 영향을 미친 것으로 보입니다. 그들이 이태임을 싫어한 이유는 무엇인지 의문을 제기하고 있습니다.,{},{}
1236,['Religion'],False,ㅋㅋ 어이쿠 ㅈ됬다 이러겠네,"어이쿠, 큰일이 났다는 반응이다.",{},{}
1237,['Gender'],False,"""와 요즘 네이버에 노친네들 뎃글 대박이네 기사마다 정말 할일없은니 별짓들을 다하고 있네""","요약: 최근 네이버 기사에 노인들의 댓글이 많아지고, 그 내용이 별로 의미가 없다는 내용입니다.",{},{}
1238,"['Politics', 'Religion']",False,이래서 한녀 미투는 믿고 거릅니다,한녀 미투는 신뢰할 수 없다고 생각합니다.,{},{}
1239,['Not Hate Speech'],False,노이즈 마케팅인가???? 들어보니까 전혀 달라,노이즈 마케팅에 대한 의견이 다르다는 내용입니다.,{},{}
1240,['Not Hate Speech'],False,찍어대지말고 근무하게.냅두던지사진을그리작정하고찍는데안내빼겠나,"근무 중에 사진을 찍지 말고, 사진을 찍을 계획이 있다면 안내를 빼지 말라는 내용입니다.",{},{}
1241,['Not Hate Speech'],False,"""나베x 분명히 내복으로 유니클로 히트텍 두겹입을x ...""","요약: ""나베는 유니클로 히트텍을 두 겹으로 입는 것이 확실하다.""",{},{}
1242,['Not Hate Speech'],False,처음에 채수빈이 누군지도몰랐고별로였는데 보면볼수록 이쁘더라긴머리일때가 왜더이뻐보이지,"채수빈을 처음에는 잘 몰랐지만, 점점 더 이쁘게 보인다는 내용이며, 특히 긴 머리일 때 더 매력적으로 느껴진다는 점을 언급하고 있습니다.",{},{}
1243,['Not Hate Speech'],False,쿨하게이혼좀해줘라!! 싫다는데 왜붙잡!! 부인개답답!!,이혼을 원하지만 상대방이 붙잡고 있어 답답하다는 내용입니다.,{},{}
1244,['Not Hate Speech'],False,화장실에 들어오는거 막으려면 문 잠그고 씻으면 되는거 아닌가..? 설마 문잠궛다고 삐지고 문 열라고 화내고 소리지르나? 아님 열쇠로 문 따나? 그럼 진짜 병원가고 경찰 불러야한다...,"화장실에 들어오는 것을 막으려면 문을 잠그고 씻으면 되는데, 문을 잠궜다고 화내고 소리지르거나 열쇠로 문을 따면 심각한 상황이니 병원이나 경찰에 가야 한다고 말하고 있다.",{},{}
1245,['Not Hate Speech'],False,서양 여자들이 역시 이쁘다,서양 여자들은 아름답다.,{},{}
1246,['Not Hate Speech'],False,수향이 개좋음 개좋아!!,수향이 매우 좋다는 내용입니다.,{},{}
1247,['Not Hate Speech'],False,1987명만 이 영화를 봤으면.,1987명만 이 영화를 관람했다는 내용입니다.,{},{}
1248,['Physical'],False,"""문재앙 제발 사라졌으면""","요약: ""문재앙이 사라지기를 바란다.""",{},{}
1249,['Not Hate Speech'],False,육지담 예뻐서 무적권 응언한다,육지담이 예뻐서 무조건 응원한다.,{},{}
1250,['Age'],False,볗싷년놈들이끼리끼리만나는계꼭결혼해라,요약: 볗싷년놈들이 서로 만나서 결혼하라는 내용입니다.,{},{}
1251,['Not Hate Speech'],False,정말 대단하다항상 최선을다하는모습이 너무도 보기좋았는데승승장구하고 대한민국을알리는 한류의 중심에우뚝선황치열 진정당신이 자랑스럽네요^^♡,"황치열이 항상 최선을 다하는 모습이 인상적이며, 한류의 중심에서 대한민국을 알리고 있어 자랑스럽다는 내용입니다.",{},{}
1252,['Physical'],False,심지어 자료화면에서 나오는 남자앵커도 닭그네정부지지해서 파업 참여도 안한 앵커임 ㅋ 의도성이 다분해보임,남자 앵커가 닭그네 정부를 지지해 파업에 참여하지 않았다는 점에서 의도성이 느껴진다는 내용입니다.,{},{}
1253,['Origin'],False,"""뜯어먹다남은 닭대가리처럼 생겨가지고 나날이 추하게 늙어가네 (누구라고 말 안함)""","""닭대가리처럼 생겨서 날이 갈수록 추하게 늙어가고 있다.""",{},{}
1254,['Physical'],False,"""문재앙이 욕 먹은 것을 함리화하려는 개수작에 불과한 말이군요.""",문재앙에 대한 비판을 정당화하려는 시도에 불과하다는 내용입니다.,{},{}
1255,['Not Hate Speech'],False,진짜 한류가 오지게 넓게 퍼지긴 퍼졌구나..몇십년전에는 쿠바랑 거리도 멀고 진영이 다르니까 아예 소통이 없었다던데 펜팔할때도 BTS얘기 많이 하니까 ㅋㅋㅋㅋ 신기함 BTS가 뭔지 몰랐는데 외국애들 덕분에 알게됨 ㅋㅋㅋ,"한류가 널리 퍼졌다는 사실에 놀라며, 과거에는 쿠바와의 소통이 없었지만, BTS 덕분에 외국 친구들과의 대화에서 BTS에 대해 알게 되었다는 내용이다.",{},{}
1256,['Not Hate Speech'],False,이거 안보는데 백진희가 연기로도 까일때가있네 ㅋㅋ아이돌빠순히들 책임전가 대다네,"백진희의 연기가 비판받는 경우가 있으며, 아이돌 팬들이 책임을 전가하는 경향이 있다는 내용입니다.",{},{}
1257,['Not Hate Speech'],False,찌질이들아~너희들 걱정이나해라. 너희들은 돈안되는 학과 갈 자신이나 있니? 어찌됐던 다니엘은 인생이 풀린 경우고 쟤가 노력을 안한건 아니잖아. 니들이나 걱정혀..,너희들은 자신이 돈이 되는 학과에 갈 수 있을지 걱정하라는 내용이다. 다니엘은 노력한 결과로 인생이 풀린 경우라는 점을 강조하고 있다.,{},{}
1258,"['Physical', 'Age', 'Gender']",False,"""전교조 좌파 세뇌교육 받을 생각 없는데 꼰대새꺄?""",전교조의 좌파 교육을 받지 않겠다는 의사를 표현한 문장입니다.,{},{}
1259,['Not Hate Speech'],False,일촠ㅋㅋㅋㅋ진쨔 특별한 출연ㅇㄱ넼ㅋㅋㅋ그래두 나오는걱어딩여ㅎㅎ,"일촐의 특별한 출연에 대해 언급하며, 나오는 것에 대해 즐거워하는 내용입니다.",{},{}
1260,['Not Hate Speech'],False,역시 남자는 키 외모 능력,"남자는 키, 외모, 능력이 중요하다.",{},{}
1261,['Profanity'],False,"""정치 할려면 목사 때려치고 대구에 출마하던지.. 그러니 개독소리 들어마땅하지..""","정치에 참여하려면 목사직을 그만두고 대구에 출마하라는 의견을 표현하며, 그로 인해 비판을 받을 만하다는 내용입니다.",{},{}
1262,"['Gender', 'Religion']",False,양심 어디갔을까? 부모님 세대에서 동의 못하는데 말 댜했지 댓글 비율봐라 10대다 35프로 ㅋㅋㅋㅋㅋㅋ 빠순이들 장하다 장해,"양심이 사라진 것 같고, 부모님 세대와 의견이 다르다는 내용이다. 댓글 비율이 10대가 35%로 많다는 점을 언급하며, 팬들이 대단하다는 의견을 표현하고 있다.",{},{}
1263,"['Politics', 'Age']",True,술집련이성폭행드립이야,,{},"{'filtered': True, 'category': 'sexual', 'severity': 'medium'}"
1264,"['Politics', 'Religion']",False,"""김치 조센징들 수준에 코스트코는 사치임""","요약: ""김치 조선인들에게 코스트코는 사치다.""",{},{}
1265,['Religion'],False,빠순이들밖에 안보는 ㅆㄹㄱ 프로에 왜들어가는거지? 돈을 많이주나?,"빠순이들만 보는 프로그램에 왜 참여하는지 의문을 제기하며, 돈이 많이 주는지 궁금해하는 내용입니다.",{},{}
1266,['Politics'],False,중국욕하지마라 이 무뇌아들아,중국에 대해 비난하지 말라는 내용입니다.,{},{}
1267,"['Physical', 'Age']",False,아니 어떻게 언론이 자기 정치적인 색깔을 드러내지? 빨갱이들 언론장악하니 볼게없네 시바,"언론이 정치적 성향을 드러내고 있으며, 이를 비판하는 내용이다.",{},{}
1268,['Origin'],False,김희철 눈높은줄 알았는데 꼴랑 성형모모라니. 쨈실망 그래두 트퉁이들 다 연애하고 좋으네요.,"김희철이 기대했던 것과 달리 성형모모라는 사실에 실망했지만, 트퉁이들은 연애를 즐기고 있어 좋다는 내용입니다.",{},{}
1269,['Age'],False,그렇게 안타까우면 리플로만 명복빌지말고 조의금이라도 보내라 씹선비들아 ㅋㅋ 못하지? 못하지?,리플로만 애도하지 말고 조의금을 보내라는 내용의 비판적인 발언이다.,{},{}
1270,"['Physical', 'Gender']",False,"""태극기 늙은 멍멍이들 오래 살아야 민주당 장기 집권하지ㅋㅋ""","""태극기 지지자들이 오래 살아야 민주당이 장기 집권할 수 있다""는 의미입니다.",{},{}
1271,['Not Hate Speech'],False,오지랖들은...^^;;;;,오지랖에 대한 언급이 있습니다.,{},{}
1272,['Age'],False,"""아주쌩지랄을하네.확진자5천이넘었는데잘한거냐씹딱구리야""","요약: ""확진자가 5천 명을 넘었는데, 상황이 좋지 않다는 불만을 표현하고 있다.""",{},{}
1273,['Not Hate Speech'],False,고준희 피부 뒤집어질만 하네. 고준희는 아니었어,고준희의 피부 상태가 좋지 않다는 내용입니다.,{},{}
1274,['Age'],False,다희 이쁘긴한데 누군지몰라 이섹희들아,다희는 예쁘지만 누군지 모른다.,{},{}
1275,['Not Hate Speech'],False,"""마누라는 아기 안 받고 뭐했냐?""","""마누라는 아기를 안 받고 무엇을 했냐?""",{},{}
1276,['Not Hate Speech'],False,"""진짜 미쳤다 이 시국에 자기들 배 불리다니.대구 사람들은 먹고 사는게 어려운 형편인데""","요약: ""대구 사람들은 어려운 상황인데, 일부 사람들은 이익을 챙기고 있다.""",{},{}
1277,"['Politics', 'Religion']",False,"""국제결혼 하세요 한국여자에게 매달지 마셈""","""한국 여자와 국제결혼을 하세요. 매달리지 마세요.""",{},{}
1278,['Politics'],False,"""한국을 상대로 무엇을 준비해야 하나. 영원한 속국 인것을""","한국을 상대로 어떤 준비가 필요하며, 영원히 속국으로 남을 것이라는 내용입니다.",{},{}
1279,"['Age', 'Religion']",False,왜 항상 남자만 파렴치한으로만드냐 김치년들 이런거 거의 다 여자도 좋아하니까 저렇게된거아니냐,"남자만 파렴치하다고 비난하는 것은 불공평하며, 이런 행동은 여자들도 좋아하는 경우가 많다는 주장을 담고 있다.",{},{}
1280,['Not Hate Speech'],False,헐그럼가족들 보는것도 최근이아닐수 잇다는얘기넹ᆢ 아 가족들 슬픔은 이루말할수엏ㅂㅅ을듯,"가족들을 최근에 보는 것이 아닐 수 있으며, 그로 인해 가족들의 슬픔이 클 것이라는 내용입니다.",{},{}
1281,['Not Hate Speech'],False,"""걸스 캔 두 애니팡이라더라""","요약: ""여자들도 애니팡을 할 수 있다.""",{},{}
1282,"['Physical', 'Age']",False,"""극우 꼴통 시끼들 ㅋㅋ 사이비 교주 모시듯 하것네 ㅋㅋ""",극우 인사들을 비웃으며 그들을 사이비 교주처럼 모시는 모습에 대한 비판적인 의견입니다.,{},{}
1283,"['Politics', 'Age']",False,짱께년 안보이네,요약: 짱께년이 보이지 않는다.,{},{}
1284,['Not Hate Speech'],False,괜찮아 일 진 해 그렇다,괜찮고 일이 잘 진행되고 있다.,{},{}
1285,['Not Hate Speech'],False,"""니편이니 보고도 50대는니애비니애가 아닌가 OOO아""","요약: ""너의 편을 보고도 50대는 너의 아버지나 어머니가 아닌가?""",{},{}
1286,['Not Hate Speech'],False,대통령 돌려까기 국정원 칭송하는거보고 참 편향된 정치드라마구나 생각. 그뒤부터 안봄.,정치 드라마가 대통령을 비판하고 국정원을 칭송하는 모습이 편향적이라고 느껴서 이후로 보지 않게 되었다.,{},{}
1287,['Not Hate Speech'],False,직군 가즈아~~~~~,직군에 대한 열정을 표현하는 문장입니다.,{},{}
1288,['Not Hate Speech'],False,미우새에서 많이 봤어요,미우새에서 자주 보았습니다.,{},{}
1289,['Politics'],False,"""지들이 선진국인양 거만은 떠는데 행동은 양아치 일본""","일본이 선진국인 척 거만하게 행동하지만, 실제로는 비열한 행동을 한다는 내용입니다.",{},{}
1290,['Not Hate Speech'],False,나도 먹어보고프다,나도 먹어보고 싶다.,{},{}
1291,['Not Hate Speech'],False,사실 돈만 있다고 되는 일은 아닌 듯! 축하~~,돈만으로는 모든 것이 해결되지 않는다는 내용입니다. 축하의 의미도 포함되어 있습니다.,{},{}
1292,['Not Hate Speech'],False,외국인 도박 기사 안보고싶은데 외국인이 도박한게 왜 연예기사거리야,외국인의 도박 사건이 왜 연예 기사로 다뤄지는지 이해할 수 없다는 내용입니다.,{},{}
1293,['Not Hate Speech'],False,"""같은 기독교라고 다 개독은 아님을 알려드립니다""","""모든 기독교인이 같은 신앙을 가진 것은 아니다""라는 의미입니다.",{},{}
1294,['Not Hate Speech'],False,군대는 이미 갈거라고 메인에 올라온적도 있어요. 미리 안갈거라고 추정하고서 까지 마세요.,"군대에 가는 것이 이미 알려진 바 있으며, 미리 가지 않을 것이라고 추정하지 말라는 내용입니다.",{},{}
1295,"['Origin', 'Age']",False,"""돼지색기 ㅋㅋㅋ 라면 3~4개래""",돼지색기라는 표현과 함께 라면이 3~4개라는 내용이 언급되었다.,{},{}
1296,['Origin'],False,"""얼굴이 사기꾼상이네""","요약: ""얼굴이 사기꾼처럼 생겼다.""",{},{}
1297,['Physical'],False,"""문가가 하는젯거리 앤간하면 여자들이 삭발까지 할까.. 탄핵갑시다. 나라 더 뭉개지기전에""","여자들이 극단적인 행동을 할 정도로 상황이 심각하니, 탄핵을 추진하자는 내용입니다.",{},{}
